tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius,,,
2017-07-21,Kepulauan Seribu,Malam,Berawan,60 - 85,24 - 32,,,
2017-07-21,Jakarta Pusat,Malam,Berawan Tebal,60 - 85,24 - 32,,,
2017-07-21,Jakarta Utara,Malam,Berawan Tebal,60 - 85,24 - 32,,,
2017-07-21,Jakarta Timur,Dini Hari,Berawan,60 - 85,24 - 32,,,
2017-07-21,Jakarta Barat,Dini Hari,Berawan,60 - 85,24 - 32,,,
2017-07-21,Jakarta Selatan,Dini Hari,Berawan,60 - 85,24 - 32,,,
2017-07-21,Kepulauan Seribu,Dini Hari,Cerah Berawan,60 - 85,24 - 32,,,
2017-07-21,Jakarta Pusat,Dini Hari,Cerah Berawan,60 - 85,24 - 32,,,
2017-07-21,Jakarta Utara,Dini Hari,Cerah Berawan,60 - 85,24 - 32,,,
2017-07-22,Jakarta Timur,Pagi,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Barat,Pagi,Berawan Tebal,60 - 90,24 - 33,,,
2017-07-22,Jakarta Selatan,Pagi,Hujan Ringan,60 - 90,24 - 33,,,
2017-07-22,Kepulauan Seribu,Pagi,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Pusat,Pagi,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Utara,Pagi,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Timur,Siang,Hujan Ringan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Barat,Siang,Hujan Ringan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Selatan,Siang,Hujan Lokal,60 - 90,24 - 33,,,
2017-07-22,Kepulauan Seribu,Siang,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Pusat,Siang,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Utara,Siang,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Timur,Malam,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Barat,Malam,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Selatan,Malam,Berawan,60 - 90,24 - 33,,,
2017-07-22,Kepulauan Seribu,Malam,Hujan Ringan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Pusat,Malam,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Utara,Malam,Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Timur,Dini Hari,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Barat,Dini Hari,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Selatan,Dini Hari,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Kepulauan Seribu,Dini Hari,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Pusat,Dini Hari,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-22,Jakarta Utara,Dini Hari,Cerah Berawan,60 - 90,24 - 33,,,
2017-07-23,Jakarta Timur,Pagi,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Barat,Pagi,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Selatan,Pagi,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Kepulauan Seribu,Pagi,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Jakarta Pusat,Pagi,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Utara,Pagi,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Timur,Siang,Hujan Ringan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Barat,Siang,Hujan Ringan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Selatan,Siang,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Kepulauan Seribu,Siang,Hujan Ringan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Pusat,Siang,Hujan Ringan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Utara,Siang,Hujan Ringan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Timur,Malam,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Jakarta Barat,Malam,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Jakarta Selatan,Malam,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Kepulauan Seribu,Malam,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Jakarta Pusat,Malam,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Jakarta Utara,Malam,Berawan Tebal,55 - 85,23 - 33,,,
2017-07-23,Jakarta Timur,Dini Hari,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Barat,Dini Hari,Cerah,55 - 85,23 - 33,,,
2017-07-23,Jakarta Selatan,Dini Hari,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Kepulauan Seribu,Dini Hari,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Pusat,Dini Hari,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-23,Jakarta Utara,Dini Hari,Cerah Berawan,55 - 85,23 - 33,,,
2017-07-24,Jakarta Timur,Pagi,Berawan Tebal,65 - 85,24 - 33,,,
2017-07-24,Jakarta Barat,Pagi,Berawan Tebal,65 - 85,24 - 33,,,
2017-07-24,Jakarta Selatan,Pagi,Berawan Tebal,65 - 85,24 - 33,,,
2017-07-24,Kepulauan Seribu,Pagi,Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Pusat,Pagi,Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Utara,Pagi,Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Timur,Siang,Hujan Ringan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Barat,Siang,Hujan Ringan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Selatan,Siang,Hujan Lokal,65 - 85,24 - 33,,,
2017-07-24,Kepulauan Seribu,Siang,Cerah Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Pusat,Siang,Cerah Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Utara,Siang,Cerah Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Timur,Malam,Hujan Ringan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Barat,Malam,Hujan Ringan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Selatan,Malam,Hujan Ringan,65 - 85,24 - 33,,,
2017-07-24,Kepulauan Seribu,Malam,Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Pusat,Malam,Berawan Tebal,65 - 85,24 - 33,,,
2017-07-24,Jakarta Utara,Malam,Berawan Tebal,65 - 85,24 - 33,,,
2017-07-24,Jakarta Timur,Dini Hari,Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Barat,Dini Hari,Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Selatan,Dini Hari,Berawan,65 - 85,24 - 33,,,
2017-07-24,Kepulauan Seribu,Dini Hari,Hujan Lokal,65 - 85,24 - 33,,,
2017-07-24,Jakarta Pusat,Dini Hari,Berawan,65 - 85,24 - 33,,,
2017-07-24,Jakarta Utara,Dini Hari,Hujan Ringan,65 - 85,24 - 33,,,
2017-07-25,Jakarta Timur,Pagi,Hujan Ringan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Barat,Pagi,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Selatan,Pagi,Hujan Ringan,55 - 85,24 - 33,,,
2017-07-25,Kepulauan Seribu,Pagi,Cerah Berawan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Pusat,Pagi,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Utara,Pagi,Cerah Berawan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Timur,Siang,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Barat,Siang,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Selatan,Siang,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Kepulauan Seribu,Siang,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Pusat,Siang,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Utara,Siang,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Timur,Malam,Berawan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Barat,Malam,Hujan Ringan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Selatan,Malam,Hujan Lokal,55 - 85,24 - 33,,,
2017-07-25,Kepulauan Seribu,Malam,Hujan Ringan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Pusat,Malam,Berawan Tebal,55 - 85,24 - 33,,,
2017-07-25,Jakarta Utara,Malam,Hujan Ringan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Timur,Dini Hari,Cerah Berawan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Barat,Dini Hari,Berawan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Selatan,Dini Hari,Cerah Berawan,55 - 85,24 - 33,,,
2017-07-25,Kepulauan Seribu,Dini Hari,Cerah Berawan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Pusat,Dini Hari,Cerah Berawan,55 - 85,24 - 33,,,
2017-07-25,Jakarta Utara,Dini Hari,Cerah Berawan,55 - 85,24 - 33,,,
2017-07-26,Jakarta Timur,Pagi,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Barat,Pagi,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Selatan,Pagi,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Kepulauan Seribu,Pagi,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Pusat,Pagi,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Utara,Pagi,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Timur,Siang,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Barat,Siang,Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Selatan,Siang,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Kepulauan Seribu,Siang,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Pusat,Siang,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Utara,Siang,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Timur,Malam,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Barat,Malam,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Selatan,Malam,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Kepulauan Seribu,Malam,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Pusat,Malam,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Utara,Malam,Cerah Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Timur,Dini Hari,Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Barat,Dini Hari,Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Selatan,Dini Hari,Berawan,55 - 75,23 - 33,,,
2017-07-26,Kepulauan Seribu,Dini Hari,Hujan Lokal,55 - 75,23 - 33,,,
2017-07-26,Jakarta Pusat,Dini Hari,Berawan,55 - 75,23 - 33,,,
2017-07-26,Jakarta Utara,Dini Hari,Berawan,55 - 75,23 - 33,,,
2017-07-27,Jakarta Timur,Pagi,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Barat,Pagi,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Selatan,Pagi,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Kepulauan Seribu,Pagi,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Pusat,Pagi,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Utara,Pagi,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Timur,Siang,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Barat,Siang,Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Selatan,Siang,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Kepulauan Seribu,Siang,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Pusat,Siang,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Utara,Siang,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Timur,Malam,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Barat,Malam,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Selatan,Malam,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Kepulauan Seribu,Malam,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Pusat,Malam,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Utara,Malam,Cerah Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Timur,Dini Hari,Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Barat,Dini Hari,Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Selatan,Dini Hari,Berawan,50 - 75,24 - 33,,,
2017-07-27,Kepulauan Seribu,Dini Hari,Hujan Lokal,50 - 75,24 - 33,,,
2017-07-27,Jakarta Pusat,Dini Hari,Berawan,50 - 75,24 - 33,,,
2017-07-27,Jakarta Utara,Dini Hari,Berawan,50 - 75,24 - 33,,,
2017-07-28,Jakarta Timur,Pagi,Cerah Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Barat,Pagi,Cerah Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Selatan,Pagi,Cerah Berawan,65 - 90,24 - 32,,,
2017-07-28,Kepulauan Seribu,Pagi,Cerah Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Pusat,Pagi,Cerah Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Utara,Pagi,Cerah Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Timur,Siang,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Barat,Siang,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Selatan,Siang,Berawan,65 - 90,24 - 32,,,
2017-07-28,Kepulauan Seribu,Siang,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Pusat,Siang,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Utara,Siang,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Timur,Malam,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Barat,Malam,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Selatan,Malam,Berawan,65 - 90,24 - 32,,,
2017-07-28,Kepulauan Seribu,Malam,Hujan Ringan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Pusat,Malam,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Utara,Malam,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Timur,Dini Hari,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Barat,Dini Hari,Berawan Tebal,65 - 90,24 - 32,,,
2017-07-28,Jakarta Selatan,Dini Hari,Berawan,65 - 90,24 - 32,,,
2017-07-28,Kepulauan Seribu,Dini Hari,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Pusat,Dini Hari,Berawan,65 - 90,24 - 32,,,
2017-07-28,Jakarta Utara,Dini Hari,Berawan,65 - 90,24 - 32,,,
2017-07-29,Jakarta Timur,Pagi,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Barat,Pagi,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Selatan,Pagi,Hujan Lokal,70 - 95,24 - 32,,,
2017-07-29,Kepulauan Seribu,Pagi,Berawan,70 - 95,24 - 32,,,
2017-07-29,Jakarta Pusat,Pagi,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Utara,Pagi,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Timur,Siang,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Barat,Siang,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Selatan,Siang,Hujan Ringan,70 - 95,24 - 32,,,
2017-07-29,Kepulauan Seribu,Siang,Hujan Ringan,70 - 95,24 - 32,,,
2017-07-29,Jakarta Pusat,Siang,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Utara,Siang,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Timur,Malam,Berawan,70 - 95,24 - 32,,,
2017-07-29,Jakarta Barat,Malam,Berawan,70 - 95,24 - 32,,,
2017-07-29,Jakarta Selatan,Malam,Berawan,70 - 95,24 - 32,,,
2017-07-29,Kepulauan Seribu,Malam,Hujan Ringan,70 - 95,24 - 32,,,
2017-07-29,Jakarta Pusat,Malam,Berawan,70 - 95,24 - 32,,,
2017-07-29,Jakarta Utara,Malam,Berawan,70 - 95,24 - 32,,,
2017-07-29,Jakarta Timur,Dini Hari,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Barat,Dini Hari,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Selatan,Dini Hari,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Kepulauan Seribu,Dini Hari,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Pusat,Dini Hari,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-29,Jakarta Utara,Dini Hari,Berawan Tebal,70 - 95,24 - 32,,,
2017-07-30,Jakarta Timur,Pagi,Hujan Lokal,60 - 95,23 - 33,,,
2017-07-30,Jakarta Barat,Pagi,Hujan Lokal,60 - 95,23 - 33,,,
2017-07-30,Jakarta Selatan,Pagi,Hujan Lokal,60 - 95,23 - 33,,,
2017-07-30,Kepulauan Seribu,Pagi,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Pusat,Pagi,Hujan Lokal,60 - 95,23 - 33,,,
2017-07-30,Jakarta Utara,Pagi,Berawan Tebal,60 - 95,23 - 33,,,
2017-07-30,Jakarta Timur,Siang,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Barat,Siang,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Selatan,Siang,Berawan,60 - 95,23 - 33,,,
2017-07-30,Kepulauan Seribu,Siang,Cerah Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Pusat,Siang,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Utara,Siang,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Timur,Malam,Cerah Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Barat,Malam,Cerah Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Selatan,Malam,Cerah Berawan,60 - 95,23 - 33,,,
2017-07-30,Kepulauan Seribu,Malam,Cerah Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Pusat,Malam,Cerah Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Utara,Malam,Cerah Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Timur,Dini Hari,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Barat,Dini Hari,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Selatan,Dini Hari,Berawan,60 - 95,23 - 33,,,
2017-07-30,Kepulauan Seribu,Dini Hari,Hujan Sedang,60 - 95,23 - 33,,,
2017-07-30,Jakarta Pusat,Dini Hari,Berawan,60 - 95,23 - 33,,,
2017-07-30,Jakarta Utara,Dini Hari,Berawan,60 - 95,23 - 33,,,
